,LANGUAGE,Match_ID
393,"^(?!.*by reason)(.{2,80}) does not (assume|intend|presume) (to acquire( any)? )?copyright (of|on|in|to)( the)? (original|acquired) (work\(?s?\)?|material\(?s?\)?).?$",0000420
394,"^(.{2,80}) does not (intend|presume) to acquire( any)? copyright (of|on|in|to)( the)? records it acquires on microfilm( (that|which) (may|can) be protected by copyright)?.?$",0000421
395,"^(.{2,80}) does not acquire a copyright (of|on|in|to)( the)? (microfilmed|filmed) (work\(?s?\)?|material\(?s?\)?).?$",0000422
396,"^(.{2,80}) further agrees to create a link from the (digital|digitized) images on (.{2,80})(''s)? web ?site,? to .*?'s web ?site.?$",0000423
397,"^(.{2,80}) has a project in progress to digitally copy .*?,? to maintain .*? in (digital|digitized) format in salt lake city,? utah,? to provide public access to .*? through the (.{2,80}) web ?site( \(familysearch.org\))?,? and to otherwise (use|utilize) .*? for genealogical research purposes.?$",0000424
398,"^(.{2,80}) has permission to (use|utilize) (the|this|these|their|its|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) internally in ((.{2,80})(''s)?|its|their) organization to perform genealogical research.?$",0000425
399,"^(.{2,80}) is (authorized|allowed|permitted) to (use|utilize) the resulting records as described in clause 1.?$",0000426
400,"^(.{2,80}) is a non-?profit institution and may not sell copies of the (digital|digitized) records (collection )?and (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?),? in any means without the written consent of .*?.?$",0000427
401,"^(.{2,80}) is and (will|shall) be considered the author of the materials? for all purposes,? and,? at all stages of completion,? the sole and exclusive owner,? throughout the universe in perpetuity,? of all right,? title,? and interest in and to the materials? and each and every part thereof,? including all copyrights therein,? all renewals and extensions of such copyrights,? all neighboring rights,? and all other ownership,? performance,? fixation,? and exploitation rights of any kind,? nature or description in,? to and with respect to the materials? that may be secured under the laws now or hereafter in effect in any jurisdiction( \(collectively,? the ""rights""\))?.?$",0000428
402,"^(?!.*compiled)(.{2,80}) is authorized to (microfilm|film) .*? and( to)? (use|utilize) (the|this|these) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) in ((.{2,80})(''s)?|it''?s|this|their) library system.?$",0000429
403,"^(.{2,80}) is authorized to (microfilm|film) .*?,? compiled by .*? and (to )?(use|utilize) (the|this|these) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) in ((.{2,80})(''s)?|it''?s|this|their) library system.?$",0000430
404,"^(.{2,80}) is authorized to obtain a second negative of the total (microfilm|film) process,? for ((.{2,80})|it''?s|their) use in exclusively private ends of scientific and genealogical research,? being able to transfer the negative to the vaults that (.{2,80}) possesses in salt lake city,? state of utah,? in the united states of america,? in the united states of america \(sic\).?$",0000431
405,"^(.{2,80}) is authorized to reproduce \(and distribute throughout ((.{2,80})(''s)?|it''?s|this|their) normal library system channels\) .*?.?$",0000432
406,"^(.{2,80}) is hereby given permission to (microfilm|film) or copy .*?.?$",0000433
407,"^(.{2,80}) is not permitted to sell or exchange copies of (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) to any( other)? (entit(y|ies)|organizations?|institutions?) or (persons?|individuals?|people?) without written permission of the archive.?$",0000434
408,"^(.{2,80}) is not permitted to sell or to give copies of the (digital|digitized) images in any means.?$",0000435
409,"^(.{2,80}) is only permitted to sell copies to the service of archives of the andalucia state.?$",0000436
410,"^(.{2,80}) is prohibited from giving (the|this|these) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) any other use,? disposition,? or destination than those expressed in the third clause,? ((.{2,80})|it) being especially prohibited to give a copy or certificate of all or part of the (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) to private persons or to third parties,? for uses similar to that of a public or official instrument.?$",0000437
411,"^(.{2,80}) like permission to (micro)?film .*? for preservation and so (it)?(they)? can be available to (.{2,80})(''s)? branch libraries.?$",0000438
412,"^(.{2,80}) patrons (are|will be|shall be) allowed to view (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) (in|at) the main library in salt lake city,? or( (in|at))? any of their branch libraries.?$",0000439
413,"^(.{2,80}) requests permission to (use|utilize) and to sub-license \(i.e.,? allow others to (use|utilize)\) your materials for an unlimited period of time in any way (.{2,80}) so chooses,? including,? but not limited to,? permission to:?$",0000440
414,"^(.{2,80}) requests permission to (use|utilize) and to sub-license \(i.e.,? allow others to (use|utilize)\) your materials for an unlimited period of time,? including,? but not limited to,? permission to:?$",0000441
415,"^(.{2,80}) requests permission to duplicate the following (work\(?s?\)?|material\(?s?\)?) for patrons doing genealogical research.?$",0000442
416,"^(.{2,80}) requests permission to duplicate,? circulate,? and (use|utilize) the following (work\(?s?\)?|material\(?s?\)?) for patrons doing genealogical research.?$",0000443
417,"^(.{2,80}) requests permission to preserve your (work\(?s?\)?|material\(?s?\)?) on (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) and make copies of the (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) available for private research.?$",0000444
418,"^(.{2,80}) requests permission to transmit,? display,? and permit( the)? use of .*?,? for non-?profit purposes,? via any (technology|technologies) and in any (means|mediums?) now known or later developed to our patrons.?$",0000445
419,"^(.{2,80}) reserves the right to (use|utilize) (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) that is produced within ((.{2,80})(''s)?|it''?s|our|their) own systems? for the purpose of facilitating genealogical research.?$",0000446
420,"^(.{2,80}) reserves the right to utilize within ((.{2,80})(''s)?|it''?s|our|their) own systems? (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) that is produced( in order)? to encourage genealogical research.?$",0000447
421,"^(.{2,80}) wish to do this( in order)? to circulate (micro)?film copies of your (work\(?s?\)?)?(material\(?s?\)?)? to (.{2,80})(''s)? system of family history centers.?$",0000448
422,"^(.{2,80}) wish to do this( in order)? to conserve space in the family history library and to circulate (micro)?film copies of your (work\(?s?\)?)?(material\(?s?\)?)? to (.{2,80})(''s)? system of family history centers.?$",0000449
423,"^(.{2,80}) wishes to (microfilm|film) .*?,? a copy of which is in the collection of the family history library in salt lake city.?$",0000450
424,"^(.{2,80}) would like permission to preserve your (publication|material) on (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) and make it available to our branch libraries.?$",0000451
425,"^(.{2,80}) would like permission to preserve your (publication|material) on (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) and make it available to our family history centers.?$",0000452
426,"^(.{2,80})( also)? agrees to provide a link to .*? reference room on your web ?site to direct patron traffic for future inquiries that exclusively (use|utilize) our resources.?$",0000453
427,"^(.{2,80})( also)? requests permission to (use|utilize)( the)? information (from|in) .*? to create resources such as (indices?|index(es)?) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?).?$",0000454
428,"^(.{2,80})( itself,? and as a representative of (.{2,80}) in this term,)? affirms ((.{2,80})(''s)?|it''?s|their) commitment not to (use|utilize) the (digitized|digitalized) records,? original records,? and/or any document obtained during the scanning process,? for commercial,? financial,? alienable,? or for financial profits,? and confirms ((.{2,80})(''s)?|it''?s|their) non-profit,? fully self funded,? nature,? as well as ((.{2,80})(''s)?|it''?s|their) commitment not to market the images in( any)? commercial manner for( any)? commercial purpose.?$",0000455
429,"^(.{2,80})(\( also known as the genealogical society of utah\))? wishes to duplicate the (work\(?s?\)?|material\(?s?\)?),? listed on .*? for patrons doing genealogical research.?$",0000456
430,"^(.{2,80}),? a (utah )?non-?profit corporation \(hereinafter ""(.{2,80})""\) is hereby given permission to duplicate,? circulate,? and (use|utilize) the following (work\(?s?\)?|material\(?s?\)?).?$",0000457
431,"^(.{2,80}),? by reason of the microfilming,? does not (intend|presume) to acquire any copyright (of|on|in|to)( the)? (work\(?s?\)?|material\(?s?\)?) made available,? nor will ((.{2,80})|it) sell copies except as stipulated in the memorandum,? without express,? written permission of .*?.?$",0000458
432,"^(.{2,80}),? provided it is dedicated to foment the genealogical and historical-cultural investigation for historical,? statistical or scientific ends,? (may|can) reproduce,? distribute,? display,? (use|utilize),? and (allow|permit)( the)? use of (the )?images(,? (in this agreement or previous ones|in this and in previous agreements))?,? for non-?profit purposes,? via any (technology|technologies) and in any (means|mediums?) now known or later developed( \(""use rights""\))?.?$",0000459
433,"^(.{2,80}),? (may|can) not sell,? market,? or distribute the (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) to (persons?|individuals?|people) or (entit(y|ies)|organizations?|institutions?) outside of (.{2,80}),? or lds church without the permission of .*?.?$",0000460
434,"^(.{2,80}) rights in and to the (digital|digitized) images are not altered by this agreement.?$",0000461
435,"^for this purpose,? (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) (will|shall) be at the disposition of (.{2,80}) users so they can see them (in|at) the main library in salt lake city or( (in|at))? any of (their|its|it''?s) microfilm examination rooms.?$",0000463
436,"^for this purpose,? (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) (will|shall) be made available to users and members of (.{2,80}) to consult in the principal library of salt lake city,? or( (in|at))? any of ((.{2,80})(''s)?|its) auxiliary libraries.?$",0000464
437,"^for this purpose,( the)? clients of (.{2,80}) (may|can) review and read (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) (in|at) the main library in salt lake city,? or( (in|at))? any of its branches.?$",0000465
438,"^for this purpose,( the)? clients of (.{2,80}) (will|shall) be able to examine (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) (in|at) the main library in salt lake city,? or( (in|at))? any of its branch libraries.?$",0000466
439,"^for this reason,? .*? has no objection to allowing (.{2,80}) to copy (the|this|these) materials? and( to)? (use|utilize) it as ((.{2,80})|it|they) sees? fit.?$",0000467
440,"^further,? (.{2,80}) agrees not to sell or accept compensation for all such documents and such public records as contemplated here,? including those specified in the attached record listing form( \(""records""\))?.?$",0000468
441,"^further,? no permission is given to (.{2,80}),? any library or any individual for the electronic capture or reformatting of the (microfilm|film|microform) image to produce a (digital|digitized) reproduction on line,? in cd-rom or any other electronic format.?$",0000469
442,^have its patrons view the (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) (in|at) the main library in salt lake city or any of its branch libraries.?$,0000470
443,^he has further indicated that copies of the (microfilmed|filmed) records (may|can) be circulated through your various branch family history centers for study by interested researchers.?$,0000471
444,"^his spouse,? his parent or parents,? his direct descendants or guardian or institution legally in charge of him,? if he is a minor;?$",0000472
445,"^however,? (.{2,80}) (may|can) ?not sell or exchange .*? without written permission from your organization.?$",0000473
446,"^however,? (.{2,80}) (may|can) provide links from its electronic (indices?|index(es)?) to .*? site where the (digital|digitized) images of the (microfilmed|filmed) records are displayed.?$",0000474
447,"^however,? (.{2,80}) (will|shall) not make .*? available (to )?the general public via the internet without the consent of .*?.?$",0000475
448,"^however,? (.{2,80}) (will|shall) not sell copies of (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) to any( other)? (entit(y|ies)|organizations?|institutions?) or (persons?|individuals?|people?) without .*? written permission.?$",0000476
449,"^however,? (.{2,80}) (will|shall) not sell copies to any( other)? (entit(y|ies)|organizations?|institutions?) or (persons?|individuals?|people?) without .*? written permission.?$",0000477
450,"^however,? (.{2,80}) does retain legal title to the actual film ((.{2,80})|it) stores and can only house film on that basis.?$",0000478
451,"^however,? the assisting (society|organization) (may|can) ?not sell or distribute copies of .*? without written permission from .*? holder and (.{2,80}).?$",0000479
452,"^however,? they are sending me a copy of the release document from statistic canada \(official custodian of the census records\) to the national archives of canada stating that any census prior to 1911 was transferred to the archives to make it available to the public.?$",0000480
453,"^however,? this society (will|shall) not sell or distribute copies of (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) to any( other)? (entit(y|ies)|organizations?|institutions?) or (persons?|individuals?|people?) without .*? written permission and without the permission of (.{2,80}).?$",0000481
454,^i also wanted to ask you to see if we could have your permission to put the vital record (indices?|index(es)?) you gave me on our web ?site.?$,0000482
455,"^i authorize (.{2,80}) to (microfilm|film) the (work\(?s?\)?|material\(?s?\)?) named above and (use|utilize) this (microfilmed|filmed) records? as (.{2,80}) deems (most|more) beneficial in compliance with the terms of this permission.?$",0000483
456,^i do want to be sure ancestry doesn't get copies of the marriage files as i will be in big trouble with the clerks and recorders if those records show up on ancestry.?$,0000484
457,^i have shown it to our team and they are eager to make it available.?$,0000485
458,"i hereby give (my )?permission to (.{2,80}) to reproduce and circulate it as follows:$",0000486
459,"^i spoke with the public programs unit of the national archives of canada about your question on census being ""public records"".?$",0000487
460,"^i understand the information contained herein will be added to the collection in salt lake city,? and as evidenced by my signature below,? i hereby grant my permission,? without recourse,? to said family history library to (microfilm|film) \((microfilm|film) or (microfiche|fiche)\) and distribute to whomever desires same,? the contents hereof.?$",0000488
461,"^i wish to waive the copyright,? in order that the names therein might be circulated nationally.?$",0000489
462,"^i,? wayne j. metcalfe,? am the vice president of (.{2,80}),? located at 50 e north temple st slc ut 84150 which is engaged in the business of microfilming/preserving records,? do hereby certify that the recorder's public records which i have requested from office of maricopa county records,? 111 South Third Ave, Phoenix AZ 85003, are for the following purpose: genealogical research,? which i can reasonably anticipate will result in monetary gain in the monthly amount of \$0 from the direct or indirect use of the requested records.?$",0000490
463,"^i?(we)? further authorize (.{2,80}) to make copies of the?(is)?(ese)? (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?\/microfiches?|microfilms?\/fiches?) edition of the (above)?(below)? (work\(?s?\)?)?(material\(?s?\)?)? and circulate those copies in (.{2,80})(''s)? library system.?$",0000491
464,"^i?\/?(we)? agree that( the said)? (.{2,80}) (may)?(can)? (use)?(utilize)? such materials? in any manner deemed most beneficial to (.{2,80}),? subject only the restrictions or conditions,? if any,? referred to (above)?(below)?.?$",0000492
465,"^i?\/?(we)? agree to allow (.{2,80}) to copy the (work ?\(?s?\)?)?(material\(?s?\)?)? (identified)?(described)?(named)? (above)?(below)?.?$",0000493
466,"^i?\/?(we)? assign and convey all right,? title,? and interest in the personal property described (above)?(below)?,? including but not limited to the property itself as well as copyright and any other intangible rights? related thereto,? which i may have or have an interest in,? to (.{2,80}).?$",0000494
467,"^(?!.*beneficial)i?\/?(we)? authorize (.{2,80}) to (micro)?film (the)?(my)? ((work\(?s?\)?)?|(material\(?s?\)?))? (identified|described|named)? (above|below)?.?$",0000495
468,"^i?\/?(we)? authorize (.{2,80}) to (micro)?film .*? and (to )?(use)?(utilize)? the?(is)?(ese)? (micro)?filmed records? as it seems most beneficial in compliance with (.{2,80}) policies and procedures.?$",0000496
469,"^i?\/?(we)? authorize (.{2,80}) to (micro)?film .*? and (to )?(use|utilize) (the|this|these) (micro|films?|fiches?)?\/?(micro|films?|fiches?)? in (.{2,80})(''s)? library system.?$",0000497
470,"^i?\/?(we)? further agree that (.{2,80}) (wi)?(sha)?ll own such copies and (may)?(can)? (use)?(utilize)?,? reproduce,? display,? or distribute such copies in any manner,? in whole or in part,? in any media now known or later developed,? and (may)?(can)? produce,? distribute,? sell,? or transfer resources such as ind(ices?)?(ex(es)?) (and)?\/?(or)?( other)? (research)?(finding)?(search)? (aids)?(materials)?(resources)?(tools)? based (up)on (the )?information contained in the (work\(?s?\)?)?(material\(?s?\)?)?.?$",0000498
471,"^i?\/?(we)? further authorize (.{2,80}) to create derivative (work\(?s?\)?|material\(?s?\)?)? based (up)?on the (work\(?s?\)?)?(material\(?s?\)?)? and to sell or transfer copies of such derivative (work\(?s?\)?|material\(?s?\)?)? to other (entit(y)?(ies)?|organizations?|institutions?)? or (persons?|individuals?|people)? without (my)?\/?(our)? consent.?$",0000499
472,"^i?\/?(we)? further authorize (.{2,80}) to create derivative (work\(?s?\)?|material\(?s?\)?)? based (up)?on the (work\(?s?\)?|material\(?s?\)?)? and to sell or transfer copies of the (work\(?s?\)?|material\(?s?\)?)? and such derivative (work\(?s?\)?|material\(?s?\)?)? to other (entit(y|ies)?|organizations?|institutions?)? or (persons?|individuals?|people)? without (my)?\/?(our)? consent.?$",0000500
473,"^i?\/?(we)? hereby grant permission to (.{2,80}) to (micro)?film and make available to patrons of (.{2,80}) (the)?(my)? (work\(?s?\)?)?(material\(?s?\)?)? (identified)?(described)?(named)? (above)?(below)?.?$",0000501
474,"^i?\/?(we)? hereby grant permission to (.{2,80}) to release (micro)?(films?)?(fiches?)?\/?(micro)?(films?)?(fiches?)? containing vital records through the year 1925 to patrons of the family history library and family history centers.?$",0000502
475,^i?\/?(we)? represent that (i|we|i/we) have the authority to allow this use of the (work\(?s?\)?)?(material\(?s?\)?)? and this use does not conflict with any other agreement or understanding or infringe on the rights of any third parties.?$,0000503
476,"^if and to the extent that under any applicable law the materials? (is|are) not deemed a work made for hire for (.{2,80}) or (.{2,80}) is not deemed to be the author of the materials? and the sole and exclusive owner of the materials? and all right,? title and interest therein \(including all of the rights\),? then to the fullest extent allowable and for the full term of protection otherwise accorded .*? under such applicable law,? .*? hereby irrevocably assigns,? grants and transfers to (.{2,80}) throughout the universe in perpetuity all of the rights and,? in connection therewith,? all right,? title and interest of .*? in,? to and with respect to any (work\(?s?\)?|material\(?s?\)?) now or hereafter created containing the materials?.?$",0000505
477,"^if (.{2,80}) determines that disclosure is required by applicable law,? before such disclosure is made,? (.{2,80}) agrees to notify .*? of such disclosure requirement \(to give .*? an opportunity to object or challenge the same\) unless applicable law prohibits such notification.?$",0000506
478,"^if for any reason ownership rights are not allowed under applicable law,? borrower grants (.{2,80}) a non-exclusive transferable license to (use|utilize) the (.{2,80}) (digital|digitized) records for an unlimited duration and in the entire world for any lawful purpose.?$",0000507
479,"^if granted,? this permission:$",0000508
480,"^if not transferred or conveyed to (.{2,80}) under section 3 ?\(b\) above,? then to the fullest extent allowable under any applicable law,? .*? hereby irrevocably waives any and all rights of ""droit moral,"" ""moral rights of authors,?""? ?""?author's rights,? personal rights,? or similar rights \(?collectively referred to as the ""special,? rights""\)? which .*? may now or later have in the materials? and any other (work\(?s?\)?|material\(?s?\)?) now or hereafter created containing the material.?$",0000509
481,"^if .*? asserts an ownership interest in .*?,? then( \(a\))? (.{2,80}) agrees not to dispute such ownership,( \(b\))? .*? hereby grants to (.{2,80}) non-exclusive,? perpetual,? worldwide,? irrevocable,? fully-paid,? and royalty-free permission to create (digital|digitized) images of .*?,( \(c\))? (.{2,80}) (will|shall) own all rights to the (digital|digitized) ((records/images)|images|records) created hereunder,? and( \(d\))? (.{2,80}) hereby grants to .*? non-exclusive,? perpetual,? worldwide,? irrevocable,? fully-paid,? and royalty-free permission to the (digital|digitized) images,? subject only to the restrictions set forth in this agreement.?$",0000510
482,"^if .*? creates or has created (research|finding|search) (aids?|materials?|resources?|tools?) or (indices?|index(es)?) \(including any descriptions and metadata\) relevant to .*? .*? ((will|shall)\/agrees to|will|shall|agrees to) provide a free copy of the existing aids to (.{2,80}) so that ((.{2,80})|it) (may|can)( each)?(,? at ((.{2,80})(''s)?|it''?s) discretion,)? apply or link the existing aids to the (digital|digitized) (materials|images).?$",0000511
483,"^if .*? has already created electronic (research|finding|search) (aids?|materials?|resources?|tools?) or (indices?|index(es)?) \(including any descriptions (and|or) metadata\) relevant to the original records or additional records identified in .*? .*? ((will|shall)\/agrees to|will|shall|agrees to) provide (.{2,80}) with a free copy of the existing aids at the outset of the creation of the (digital|digitized) (records|images)? so that (.{2,80}) (may|can)(,? at ((.{2,80})('s)?|it'?s) discretion,)? apply or link the existing aids to the (digital|digitized) (records|images)?.?$",0000512
484,"^(?!.*identified)if .*? has already created electronic (research|finding|search) (aids?|materials?|resources?|tools?) or (indices?|index(es)?) \(including any descriptions (and|or) metadata\) relevant to the original records or additional records .*? ((will|shall)\/agrees to|will|shall|agrees to) provide (.{2,80}) with a free copy of the existing aids at the outset of the creation of the (digital|digitized) (records|images) so that ((.{2,80})|it) (may|can)(,? at ((.{2,80})(''s)?|it''?s) discretion,)? apply or link the existing aids to the (digital|digitized) (records|images).?$",0000513
485,"^if .*? has already created (electronic )?(research|finding|search) (aids?|materials?|resources?|tools?) or (indices?|index(es)?) \(including any descriptions and metadata\) relevant to .*? .*? ((will|shall)\/agrees to|will|shall|agrees to) provide a free copy of the existing aids to (.{2,80}) at the outset of creation of the (digital|digitized) (records|images) so that (.{2,80}) (may|can)(,? at ((.{2,80})('s)?|it'?s|their) discretion,)? apply or link the existing aids to the (digital|digitized) (records|images).?$",0000514
486,"^if .*? has already created existing (aids?|materials?|resources?|tools?) to access data,? such as search systems or (indice|indices|index|indexes) relevant to obtaining the original records( or)? additional records,? including any descriptions and metadata,? .*? agrees to deliver,? free of charge to (.{2,80}),? starting from the beginning of the creation of the images,? a copy of such existing (aids?|materials?|resources?|tools?),? so that (.{2,80}) (may|can),? at ((.{2,80})(''s)?|it''?s|their) discretion,? apply or associate existing (aids?|materials?|resources?|tools?) to obtain (digital|digitized) images.?$",0000515
487,"^if .*?( creates or)? has created (research|finding|search) (aids?|materials?|resources?|tools?) or (indices?|index(es)?) \(including any descriptions and metadata\) relevant to .*? .*? ((will|shall)\/agrees to|will|shall|agrees to) provide a free copy of the existing aids to (.{2,80}) so that ((.{2,80})|it) (may|can)(,? at ((.{2,80})(''s)?|it''?s) discretion,)? apply or link the existing aids to the (digital|digitized) materials.?$",0000516
488,"^if such confidential information is subsequently made public by court order,? .*?,? or by other means,? (.{2,80}) (may|can) make such information public under its use rights.?$",0000517
489,"^if .*? are deemed public,? then to the full extent permitted by governing law (.{2,80}) (may|can) create (digital|digitized) images of .*?,? and (may|can) (use|utilize) the (digital|digitized) images for any purpose,? without limitation.?$",0000518
490,"^if this is no sufficient notification,?( in order)? to release (the|these) (work\(?s?\)?|material\(?s?\)?),? please notify me of other procedures.?$",0000519
491,"^if you agree,? please complete the bottom portion of this card and return it to us.?$",0000520
492,"^if you can agree to let us (microfilm|film) your book,? please sign the statement below,? have mrs. williams do the same,? and return this letter to me.?$",0000522
493,"^if you wish to grant ((.{2,80})|us) permission to make (the|this|these) (microfilm|film) copies of your (work\(?s?\)?|material\(?s?\)?),? please sign in the space below( and return this letter in the enclosed postage-paid envelope)?.?$",0000523
494,"^if your organization disbands,? then (.{2,80}) is no longer bound to obtain permission on the above points.?$",0000524
495,"^if,? at any time now or in the future,? (.{2,80}) requires a fee or other payment for online access to the (digital|digitized) materials? on the (.{2,80}) web ?sites?,? (.{2,80}) (will|shall) provide free access to the (digital|digitized) materials? for verified kansas residents,? as verified by a user registration process that will require visitors to enter a valid state driver's license number.?$",0000525
496,"^in (consideration|recognition) of ((.{2,80})(''s)?|it''?s|their) services in digitizing the original records and providing a copy of the (digital|digitized) images to .*?,? (.{2,80}) (will|shall),? to the extent allowed by law,? own the (digital|digitized) images and the rights to (use|utilize),? and permit( the)? use of the (same|digital|digitized) images,? immediately upon the restricted data in the digital images beoming unrestricted data,? as described in this agreement.?$",0000526
497,"^in accordance with current law,? (.{2,80}) and .*? (will|shall) be able to (use|utilize) the (digital|digitized) images and search materials? for any legal purpose,? without limitations?.?$",0000527
498,"^in addition,? ((.{2,80})|we) have strict procedures in all family history centers to protect (microfilm|film) copies of (work\(?s?\)?|material\(?s?\)?) such as yours from unauthorized photocopying.?$",0000528
499,"^in addition,? .*? authorizes (.{2,80}) to publish on ((.{2,80})(''s)?|it''?s|our|their|the) web ?site( www.familysearch.org)? in free access the images of the documents (digitalized|digitized) at no cost that are stored by .*?.?$",0000529
500,"^in all cases mentioned( above)?,? the source: .*? is to be given.?$",0000530
501,"^in case of person''s death,? the nearest of kin.?$",0000531
502,"^in consideration of the license granted above,? (.{2,80}) (will|shall) provide owner attribution on( (.{2,80}) ""collection"" page.)?$",0000532
503,"^in consideration of the permission and authorization given by .*?,? (.{2,80}) hereby:$",0000533
504,"^in copying existing microfilms,? (.{2,80}:)$",0000534
505,"^in (the )?copying of existing microfilms,? (.{2,80}) agrees that( it)?:$",0000535
506,"^in exchange for providing 1 \(one\) copy of the (digital|digitized) records to .*?,? .*? grants (.{2,80}) the right to (digitalize|digitize) the original records and to (use|utilize) the (digital|digitized) images perpetually and for any legal purpose,? without limitation.?$",0000536
507,"^in exchange for the loan of the equipment,? you grant (.{2,80}) the right to own a copy of the (.{2,80})(''s)? (digital|digitized) records and the rights to (use|utilize),? and (allow|permit)( the)? use of the (.{2,80})(''s)? (digital|digitized) records.?$",0000537
508,"^in lieu of transcription,? however,? (in )?enlarged photocopies of selected items contained on these rolls? (may|can) be made to facilitate research.?$",0000538
509,"^in microfilming the( said)? records,? (.{2,80})(agrees it shall do the following:)?$",0000539
510,"^in order for (.{2,80}) to increase the volume of genealogical information ((.{2,80})|it|they) makes? available to the public at no cost,? (.{2,80}) requests permission to (use|utilize) all past and future volumes and versions? of the following materials(\(""materials""\))?.?$",0000540
511,"^in order for (.{2,80}) to increase the volume of genealogical information ((.{2,80})|it|they) makes? available to the public for free,? (.{2,80}) requests permission to (use|utilize) all past and future volumes and version of the( following)? materials( described herein)? ?(\(""materials""\))?.?$",0000541
512,"^in order to achieve the objective referred to in the main paragraph of clause one of this agreement,? (.{2,80}) commits to:?$",0000542
513,"^in recognition of ((.{2,80})(''s)?|it''?s) services in digitizing the original records and(,? if requested,)? providing a copy of the (digital|digitized) images to .*?,? (.{2,80}) (will|shall) own the (digital|digitized) images and the rights to (use|utilize),? and (allow|permit)( the)? use of,? the (digital|digitized) images,? as described in this agreement.?$",0000543
514,"^in recognition of ((.{2,80})(''s)?|it''?s) services in digitizing the original records and(,? if requested,)? providing a copy of the (digital|digitized) images to .*?,? (.{2,80}) (will|shall) own the (digital|digitized) images and the rights? to (use|utilize),? and (allow|permit)( the)? use of the (digital|digitized) images,? as described in this agreement and in appendices referring to the agreement.?$",0000544
515,"^in recognition of ((.{2,80})(''s)?|it''?s) services in digitizing the original records and(,? if requested,)? providing a copy of the (digital|digitized) images to .*?,? (.{2,80}) (will|shall) possess the (digital|digitized) images as described in this agreement.?$",0000545
516,"^in recognition of ((.{2,80})(''s)?|it''?s) services in digitizing the original records and(,? if requested,)? providing a copy of the (digital|digitized) images to .*?,? .*? hereby grants to (.{2,80}) a non-exclusive,? worldwide,? irrevocable and royalty-free license to the (digital|digitized) images and the rights to (use|utilize),? and (allow|permit)( the)? use of the (digital|digitized) images,? as described in (this|the) agreement.? ?$",0000546
517,"^in recognition of ((.{2,80})(''s)?|it''?s) services in digitizing the original records and(,? if requested,)? providing a copy of the (digital|digitized) images to .*?,? .*? hereby grants to (.{2,80}) the rights to (use|utilize),? and (allow|permit)( the)? use of,? the (digital|digitized) images,? as described in this agreement.?$",0000547
518,"^in recognition of providing 1 \(one\) copy of( each of)? the (digital|digitized) images to .*?,? .*? grants to (.{2,80}) the right to (digitalize|digitize) the original records,? and the right to (use|utilize) the (digital|digitized) images perpetually,? (and on a definitive basis,? )?for any lawful purpose,? specifically for research and history preservation purposes.?$",0000548
